PeriodEnd,PeriodStart,Period,AirTemp,Azimuth,Dhi,Dni,Ghi,SnowWater,WindSpeed10m,Zenith,AlbedoDaily
2022-04-24T02:00:00Z,2022-04-24T01:00:00Z,PT60M,2.5,54,0,0,0,2.0,3.8,103,0.09
2022-04-24T03:00:00Z,2022-04-24T02:00:00Z,PT60M,1.9,41,0,0,0,2.0,3.6,111,0.09
2022-04-24T04:00:00Z,2022-04-24T03:00:00Z,PT60M,1.3,26,0,0,0,1.9,3.8,116,0.09
2022-04-24T05:00:00Z,2022-04-24T04:00:00Z,PT60M,1.0,10,0,0,0,2.0,4.0,120,0.09
2022-04-24T06:00:00Z,2022-04-24T05:00:00Z,PT60M,1.0,-7,0,0,0,1.9,4.4,120,0.09
2022-04-24T07:00:00Z,2022-04-24T06:00:00Z,PT60M,1.2,-23,0,0,0,1.8,4.2,117,0.09
2022-04-24T08:00:00Z,2022-04-24T07:00:00Z,PT60M,1.1,-38,0,0,0,1.8,4.6,112,0.09
2022-04-24T09:00:00Z,2022-04-24T08:00:00Z,PT60M,1.0,-52,0,0,0,1.7,4.8,105,0.09
2022-04-24T10:00:00Z,2022-04-24T09:00:00Z,PT60M,0.8,-64,0,0,0,1.7,4.6,96,0.09
2022-04-24T11:00:00Z,2022-04-24T10:00:00Z,PT60M,0.7,-75,15,0,15,1.6,4.9,87,0.09
2022-04-24T12:00:00Z,2022-04-24T11:00:00Z,PT60M,0.8,-86,49,0,49,1.6,4.6,77,0.09
2022-04-24T13:00:00Z,2022-04-24T12:00:00Z,PT60M,0.9,-97,128,0,128,1.5,4.6,67,0.09
2022-04-24T14:00:00Z,2022-04-24T13:00:00Z,PT60M,1.2,-109,207,0,207,1.5,4.9,57,0.09
2022-04-24T15:00:00Z,2022-04-24T14:00:00Z,PT60M,2.3,-124,300,0,300,1.4,5.1,48,0.09
2022-04-24T16:00:00Z,2022-04-24T15:00:00Z,PT60M,4.6,-142,390,7,395,1.3,5.6,40,0.09
2022-04-24T17:00:00Z,2022-04-24T16:00:00Z,PT60M,7.4,-165,352,437,708,1.2,6.2,36,0.09
2022-04-24T18:00:00Z,2022-04-24T17:00:00Z,PT60M,9.8,170,160,829,836,1.1,6.2,35,0.09
2022-04-24T19:00:00Z,2022-04-24T18:00:00Z,PT60M,11.7,147,219,692,758,0.9,6.2,39,0.09
2022-04-24T20:00:00Z,2022-04-24T19:00:00Z,PT60M,12.8,127,268,517,619,0.8,6.0,46,0.09
2022-04-24T21:00:00Z,2022-04-24T20:00:00Z,PT60M,13.2,112,240,431,494,0.7,5.5,55,0.09
2022-04-24T22:00:00Z,2022-04-24T21:00:00Z,PT60M,12.4,99,207,266,326,0.6,5.5,65,0.09
2022-04-24T23:00:00Z,2022-04-24T22:00:00Z,PT60M,11.1,88,135,11,139,0.6,5.5,75,0.09
2022-04-25T00:00:00Z,2022-04-24T23:00:00Z,PT60M,9.0,77,31,0,31,1.1,5.3,85,0.09
2022-04-25T01:00:00Z,2022-04-25T00:00:00Z,PT60M,7.1,66,0,0,0,1.5,5.2,94,0.09
2022-04-25T02:00:00Z,2022-04-25T01:00:00Z,PT60M,6.6,54,0,0,0,1.4,5.1,103,0.09
2022-04-25T03:00:00Z,2022-04-25T02:00:00Z,PT60M,6.6,41,0,0,0,1.4,4.9,111,0.09
2022-04-25T04:00:00Z,2022-04-25T03:00:00Z,PT60M,6.2,26,0,0,0,1.3,5.0,116,0.09
2022-04-25T05:00:00Z,2022-04-25T04:00:00Z,PT60M,5.5,10,0,0,0,1.2,5.3,119,0.09
2022-04-25T06:00:00Z,2022-04-25T05:00:00Z,PT60M,5.2,-7,0,0,0,1.1,5.5,120,0.09
2022-04-25T07:00:00Z,2022-04-25T06:00:00Z,PT60M,5.6,-23,0,0,0,1.1,5.4,117,0.08
2022-04-25T08:00:00Z,2022-04-25T07:00:00Z,PT60M,5.7,-38,0,0,0,1.0,5.2,112,0.08
2022-04-25T09:00:00Z,2022-04-25T08:00:00Z,PT60M,5.8,-52,0,0,0,1.0,5.0,105,0.08
2022-04-25T10:00:00Z,2022-04-25T09:00:00Z,PT60M,6.2,-64,0,0,0,0.9,4.9,96,0.08
2022-04-25T11:00:00Z,2022-04-25T10:00:00Z,PT60M,6.7,-75,15,0,15,0.9,4.7,87,0.08
2022-04-25T12:00:00Z,2022-04-25T11:00:00Z,PT60M,7.1,-86,66,0,66,0.8,4.3,77,0.08
2022-04-25T13:00:00Z,2022-04-25T12:00:00Z,PT60M,7.4,-97,96,0,96,0.8,4.0,66,0.08
2022-04-25T14:00:00Z,2022-04-25T13:00:00Z,PT60M,8.1,-109,175,0,175,0.8,4.0,57,0.08
2022-04-25T15:00:00Z,2022-04-25T14:00:00Z,PT60M,9.8,-124,236,0,236,0.7,4.2,48,0.08
2022-04-25T16:00:00Z,2022-04-25T15:00:00Z,PT60M,11.9,-142,195,0,195,0.6,4.5,40,0.08
2022-04-25T17:00:00Z,2022-04-25T16:00:00Z,PT60M,12.7,-165,238,0,238,0.6,4.5,36,0.08
2022-04-25T18:00:00Z,2022-04-25T17:00:00Z,PT60M,12.4,170,201,0,201,0.5,4.2,35,0.08
2022-04-25T19:00:00Z,2022-04-25T18:00:00Z,PT60M,12.2,146,160,0,160,0.4,4.0,39,0.08
2022-04-25T20:00:00Z,2022-04-25T19:00:00Z,PT60M,12.1,127,176,0,176,0.4,4.1,46,0.08
2022-04-25T21:00:00Z,2022-04-25T20:00:00Z,PT60M,11.7,112,108,0,108,0.4,4.2,55,0.08
2022-04-25T22:00:00Z,2022-04-25T21:00:00Z,PT60M,10.9,99,86,0,86,0.3,4.4,64,0.08
2022-04-25T23:00:00Z,2022-04-25T22:00:00Z,PT60M,9.6,88,46,0,46,0.3,3.7,74,0.08
2022-04-26T00:00:00Z,2022-04-25T23:00:00Z,PT60M,8.1,77,12,0,12,1.1,2.6,85,0.08
2022-04-26T01:00:00Z,2022-04-26T00:00:00Z,PT60M,7.0,66,0,0,0,2.0,2.7,94,0.08
2022-04-26T02:00:00Z,2022-04-26T01:00:00Z,PT60M,6.4,54,0,0,0,1.9,2.8,103,0.08
2022-04-26T03:00:00Z,2022-04-26T02:00:00Z,PT60M,6.0,41,0,0,0,1.8,2.3,110,0.08
2022-04-26T04:00:00Z,2022-04-26T03:00:00Z,PT60M,5.8,26,0,0,0,1.7,2.8,116,0.08
2022-04-26T05:00:00Z,2022-04-26T04:00:00Z,PT60M,5.8,10,0,0,0,1.6,3.3,119,0.08
2022-04-26T06:00:00Z,2022-04-26T05:00:00Z,PT60M,5.7,-7,0,0,0,1.5,3.6,119,0.08
2022-04-26T07:00:00Z,2022-04-26T06:00:00Z,PT60M,5.4,-23,0,0,0,1.4,3.9,117,0.09
2022-04-26T08:00:00Z,2022-04-26T07:00:00Z,PT60M,4.7,-38,0,0,0,1.4,3.4,111,0.09
2022-04-26T09:00:00Z,2022-04-26T08:00:00Z,PT60M,4.3,-51,0,0,0,1.3,3.2,104,0.09
2022-04-26T10:00:00Z,2022-04-26T09:00:00Z,PT60M,4.3,-63,0,0,0,1.3,3.2,96,0.09
2022-04-26T11:00:00Z,2022-04-26T10:00:00Z,PT60M,4.7,-75,24,0,24,1.2,3.2,86,0.09
2022-04-26T12:00:00Z,2022-04-26T11:00:00Z,PT60M,5.1,-85,88,0,88,1.2,3.3,76,0.09
2022-04-26T13:00:00Z,2022-04-26T12:00:00Z,PT60M,5.2,-97,155,0,155,1.1,3.7,66,0.09
2022-04-26T14:00:00Z,2022-04-26T13:00:00Z,PT60M,4.1,-109,203,0,203,1.1,3.5,56,0.09
2022-04-26T15:00:00Z,2022-04-26T14:00:00Z,PT60M,3.0,-124,240,0,240,1.0,2.9,47,0.09
2022-04-26T16:00:00Z,2022-04-26T15:00:00Z,PT60M,2.6,-142,398,0,398,1.0,2.8,40,0.09
2022-04-26T17:00:00Z,2022-04-26T16:00:00Z,PT60M,2.8,-165,515,2,516,1.0,2.9,35,0.09
2022-04-26T18:00:00Z,2022-04-26T17:00:00Z,PT60M,3.1,170,532,1,533,0.9,2.7,35,0.09
2022-04-26T19:00:00Z,2022-04-26T18:00:00Z,PT60M,3.3,146,443,0,443,0.9,2.3,39,0.09
2022-04-26T20:00:00Z,2022-04-26T19:00:00Z,PT60M,3.5,127,315,0,315,0.8,2.1,46,0.09
2022-04-26T21:00:00Z,2022-04-26T20:00:00Z,PT60M,3.4,111,212,0,212,0.8,2.1,54,0.09
2022-04-26T22:00:00Z,2022-04-26T21:00:00Z,PT60M,2.7,99,139,0,139,0.8,2.1,64,0.09
2022-04-26T23:00:00Z,2022-04-26T22:00:00Z,PT60M,2.1,87,70,0,70,0.8,2.2,74,0.09
2022-04-27T00:00:00Z,2022-04-26T23:00:00Z,PT60M,1.5,77,31,0,31,1.8,2.4,84,0.09
2022-04-27T01:00:00Z,2022-04-27T00:00:00Z,PT60M,0.8,65,0,0,0,2.8,2.9,94,0.09
2022-04-27T02:00:00Z,2022-04-27T01:00:00Z,PT60M,0.0,54,0,0,0,2.8,3.2,103,0.09
2022-04-27T03:00:00Z,2022-04-27T02:00:00Z,PT60M,-1.0,40,0,0,0,2.8,3.5,110,0.09
2022-04-27T04:00:00Z,2022-04-27T03:00:00Z,PT60M,-2.1,26,0,0,0,2.8,3.5,116,0.09
2022-04-27T05:00:00Z,2022-04-27T04:00:00Z,PT60M,-3.0,10,0,0,0,2.8,3.4,119,0.09
2022-04-27T06:00:00Z,2022-04-27T05:00:00Z,PT60M,-3.9,-7,0,0,0,2.8,3.3,119,0.09
2022-04-27T07:00:00Z,2022-04-27T06:00:00Z,PT60M,-4.8,-23,0,0,0,2.9,3.1,116,0.09
2022-04-27T08:00:00Z,2022-04-27T07:00:00Z,PT60M,-5.6,-38,0,0,0,2.9,2.9,111,0.09
2022-04-27T09:00:00Z,2022-04-27T08:00:00Z,PT60M,-6.3,-51,0,0,0,2.9,2.9,104,0.09
2022-04-27T10:00:00Z,2022-04-27T09:00:00Z,PT60M,-6.7,-63,0,0,0,2.9,2.9,95,0.09
2022-04-27T11:00:00Z,2022-04-27T10:00:00Z,PT60M,-6.7,-74,32,0,32,2.9,3.2,86,0.09
2022-04-27T12:00:00Z,2022-04-27T11:00:00Z,PT60M,-6.0,-85,127,0,127,2.9,3.8,76,0.09
2022-04-27T13:00:00Z,2022-04-27T12:00:00Z,PT60M,-4.8,-96,220,0,220,2.9,4.3,66,0.09
2022-04-27T14:00:00Z,2022-04-27T13:00:00Z,PT60M,-3.6,-109,335,88,386,2.8,4.4,56,0.09
2022-04-27T15:00:00Z,2022-04-27T14:00:00Z,PT60M,-2.7,-123,294,464,615,2.8,4.6,47,0.09
2022-04-27T16:00:00Z,2022-04-27T15:00:00Z,PT60M,-2.1,-142,372,405,682,2.8,4.9,40,0.09
2022-04-27T17:00:00Z,2022-04-27T16:00:00Z,PT60M,-1.5,-165,492,191,648,2.7,5.1,35,0.09
2022-04-27T18:00:00Z,2022-04-27T17:00:00Z,PT60M,-1.1,169,446,0,446,2.6,5.4,35,0.09
2022-04-27T19:00:00Z,2022-04-27T18:00:00Z,PT60M,-0.8,146,463,20,478,2.4,5.6,38,0.09
2022-04-27T20:00:00Z,2022-04-27T19:00:00Z,PT60M,-0.4,126,442,39,470,2.3,5.6,45,0.09
2022-04-27T21:00:00Z,2022-04-27T20:00:00Z,PT60M,-0.1,111,343,0,343,2.2,5.7,54,0.09
2022-04-27T22:00:00Z,2022-04-27T21:00:00Z,PT60M,0.2,98,265,3,266,2.1,5.5,64,0.09
2022-04-27T23:00:00Z,2022-04-27T22:00:00Z,PT60M,0.3,87,139,161,178,2.0,5.2,74,0.09
2022-04-28T00:00:00Z,2022-04-27T23:00:00Z,PT60M,-0.4,76,37,221,67,2.5,5.3,84,0.09
2022-04-28T01:00:00Z,2022-04-28T00:00:00Z,PT60M,-1.4,65,0,1,1,3.0,5.4,94,0.09
2022-04-28T02:00:00Z,2022-04-28T01:00:00Z,PT60M,-2.1,53,0,0,0,3.0,5.3,102,0.09
2022-04-28T03:00:00Z,2022-04-28T02:00:00Z,PT60M,-2.4,40,0,0,0,3.0,5.3,110,0.09
2022-04-28T04:00:00Z,2022-04-28T03:00:00Z,PT60M,-2.8,26,0,0,0,3.0,5.2,115,0.09
2022-04-28T05:00:00Z,2022-04-28T04:00:00Z,PT60M,-3.0,10,0,0,0,3.0,5.3,118,0.09
2022-04-28T06:00:00Z,2022-04-28T05:00:00Z,PT60M,-3.6,-7,0,0,0,3.0,5.1,119,0.09
2022-04-28T07:00:00Z,2022-04-28T06:00:00Z,PT60M,-4.5,-23,0,0,0,3.0,4.4,116,0.09
2022-04-28T08:00:00Z,2022-04-28T07:00:00Z,PT60M,-5.6,-38,0,0,0,3.0,3.9,111,0.09
2022-04-28T09:00:00Z,2022-04-28T08:00:00Z,PT60M,-6.4,-51,0,0,0,3.0,3.7,104,0.09
2022-04-28T10:00:00Z,2022-04-28T09:00:00Z,PT60M,-6.9,-63,0,0,0,3.0,3.8,95,0.09
2022-04-28T11:00:00Z,2022-04-28T10:00:00Z,PT60M,-6.7,-74,23,232,51,3.0,3.8,86,0.09
2022-04-28T12:00:00Z,2022-04-28T11:00:00Z,PT60M,-5.6,-85,58,640,219,3.0,4.3,76,0.09
2022-04-28T13:00:00Z,2022-04-28T12:00:00Z,PT60M,-3.8,-96,77,810,412,2.9,4.7,66,0.09
2022-04-28T14:00:00Z,2022-04-28T13:00:00Z,PT60M,-1.8,-109,91,896,595,2.8,4.9,56,0.09
2022-04-28T15:00:00Z,2022-04-28T14:00:00Z,PT60M,0.2,-123,101,945,749,2.6,5.0,47,0.09
2022-04-28T16:00:00Z,2022-04-28T15:00:00Z,PT60M,1.8,-142,107,972,860,2.4,5.1,39,0.09
2022-04-28T17:00:00Z,2022-04-28T16:00:00Z,PT60M,3.1,-165,110,982,918,2.1,5.2,35,0.09
2022-04-28T18:00:00Z,2022-04-28T17:00:00Z,PT60M,4.0,169,111,979,920,1.8,5.2,34,0.09
2022-04-28T19:00:00Z,2022-04-28T18:00:00Z,PT60M,4.5,145,110,960,866,1.6,5.2,38,0.09
2022-04-28T20:00:00Z,2022-04-28T19:00:00Z,PT60M,4.9,126,112,917,759,1.5,5.2,45,0.09
2022-04-28T21:00:00Z,2022-04-28T20:00:00Z,PT60M,4.9,111,108,853,609,1.3,5.2,54,0.09
2022-04-28T22:00:00Z,2022-04-28T21:00:00Z,PT60M,4.8,98,95,760,431,1.2,4.9,64,0.09
2022-04-28T23:00:00Z,2022-04-28T22:00:00Z,PT60M,4.1,87,72,603,242,1.1,4.3,74,0.09
2022-04-29T00:00:00Z,2022-04-28T23:00:00Z,PT60M,2.2,76,35,261,71,1.5,3.6,84,0.09
2022-04-29T01:00:00Z,2022-04-29T00:00:00Z,PT60M,-0.5,65,1,1,1,1.9,2.5,93,0.09
2022-04-29T02:00:00Z,2022-04-29T01:00:00Z,PT60M,-1.9,53,0,0,0,1.9,2.2,102,0.09
2022-04-29T03:00:00Z,2022-04-29T02:00:00Z,PT60M,-1.7,40,0,0,0,1.9,2.6,109,0.09
2022-04-29T04:00:00Z,2022-04-29T03:00:00Z,PT60M,-2.1,26,0,0,0,1.9,2.4,115,0.09
2022-04-29T05:00:00Z,2022-04-29T04:00:00Z,PT60M,-3.0,10,0,0,0,1.9,2.0,118,0.09
2022-04-29T06:00:00Z,2022-04-29T05:00:00Z,PT60M,-3.6,-7,0,0,0,1.9,1.8,118,0.09
2022-04-29T07:00:00Z,2022-04-29T06:00:00Z,PT60M,-3.9,-23,0,0,0,1.9,1.8,116,0.09
2022-04-29T08:00:00Z,2022-04-29T07:00:00Z,PT60M,-4.1,-38,0,0,0,1.9,1.7,110,0.09
2022-04-29T09:00:00Z,2022-04-29T08:00:00Z,PT60M,-4.3,-51,0,0,0,1.9,1.7,103,0.09
2022-04-29T10:00:00Z,2022-04-29T09:00:00Z,PT60M,-4.5,-63,0,0,0,1.9,1.7,95,0.09
2022-04-29T11:00:00Z,2022-04-29T10:00:00Z,PT60M,-3.6,-74,27,188,50,1.9,2.1,85,0.09
2022-04-29T12:00:00Z,2022-04-29T11:00:00Z,PT60M,-1.6,-85,69,553,211,1.8,2.8,76,0.09
2022-04-29T13:00:00Z,2022-04-29T12:00:00Z,PT60M,0.5,-96,94,735,401,1.7,3.6,65,0.09
2022-04-29T14:00:00Z,2022-04-29T13:00:00Z,PT60M,2.4,-108,109,835,582,1.6,4.0,56,0.09
2022-04-29T15:00:00Z,2022-04-29T14:00:00Z,PT60M,4.1,-123,119,893,734,1.5,4.2,46,0.09
2022-04-29T16:00:00Z,2022-04-29T15:00:00Z,PT60M,5.8,-142,126,922,844,1.3,4.4,39,0.09
2022-04-29T17:00:00Z,2022-04-29T16:00:00Z,PT60M,7.1,-165,129,937,903,1.2,4.4,34,0.09
2022-04-29T18:00:00Z,2022-04-29T17:00:00Z,PT60M,7.9,169,127,940,907,1.0,4.4,34,0.09
2022-04-29T19:00:00Z,2022-04-29T18:00:00Z,PT60M,8.5,145,119,934,857,0.9,4.6,38,0.09
2022-04-29T20:00:00Z,2022-04-29T19:00:00Z,PT60M,8.8,126,115,902,754,0.8,4.6,45,0.09
2022-04-29T21:00:00Z,2022-04-29T20:00:00Z,PT60M,8.7,111,108,846,608,0.7,4.5,54,0.09
2022-04-29T22:00:00Z,2022-04-29T21:00:00Z,PT60M,8.3,98,95,753,431,0.6,4.1,64,0.09
2022-04-29T23:00:00Z,2022-04-29T22:00:00Z,PT60M,7.1,87,73,591,242,0.5,3.5,74,0.09
2022-04-30T00:00:00Z,2022-04-29T23:00:00Z,PT60M,3.8,76,37,236,72,1.1,2.5,84,0.09
2022-04-30T01:00:00Z,2022-04-30T00:00:00Z,PT60M,0.7,65,1,1,1,1.6,1.9,93,0.09
2022-04-30T02:00:00Z,2022-04-30T01:00:00Z,PT60M,-0.5,53,0,0,0,1.6,1.9,102,0.09
2022-04-30T03:00:00Z,2022-04-30T02:00:00Z,PT60M,-0.7,40,0,0,0,1.6,2.0,109,0.09
2022-04-30T04:00:00Z,2022-04-30T03:00:00Z,PT60M,-1.0,25,0,0,0,1.6,1.9,115,0.09
2022-04-30T05:00:00Z,2022-04-30T04:00:00Z,PT60M,-2.2,10,0,0,0,1.6,1.5,118,0.09
2022-04-30T06:00:00Z,2022-04-30T05:00:00Z,PT60M,-3.2,-7,0,0,0,1.7,1.4,118,0.09
2022-04-30T07:00:00Z,2022-04-30T06:00:00Z,PT60M,-3.5,-23,0,0,0,1.7,1.5,115,0.09
2022-04-30T08:00:00Z,2022-04-30T07:00:00Z,PT60M,-3.7,-38,0,0,0,1.7,1.4,110,0.09
2022-04-30T09:00:00Z,2022-04-30T08:00:00Z,PT60M,-4.0,-51,0,0,0,1.7,1.4,103,0.09
2022-04-30T10:00:00Z,2022-04-30T09:00:00Z,PT60M,-4.2,-63,0,0,0,1.7,1.4,95,0.09
2022-04-30T11:00:00Z,2022-04-30T10:00:00Z,PT60M,-2.9,-74,30,169,51,1.7,1.5,85,0.09
2022-04-30T12:00:00Z,2022-04-30T11:00:00Z,PT60M,0.1,-85,75,526,212,1.7,2.0,75,0.09
2022-04-30T13:00:00Z,2022-04-30T12:00:00Z,PT60M,3.0,-96,101,717,404,1.6,2.7,65,0.09
2022-04-30T14:00:00Z,2022-04-30T13:00:00Z,PT60M,5.1,-108,116,821,585,1.5,3.0,55,0.09
2022-04-30T15:00:00Z,2022-04-30T14:00:00Z,PT60M,6.9,-123,125,882,736,1.3,3.3,46,0.09
2022-04-30T16:00:00Z,2022-04-30T15:00:00Z,PT60M,8.4,-141,129,917,846,1.1,3.4,39,0.09
2022-04-30T17:00:00Z,2022-04-30T16:00:00Z,PT60M,9.7,-165,129,936,905,1.0,3.2,34,0.09
2022-04-30T18:00:00Z,2022-04-30T17:00:00Z,PT60M,10.7,169,127,940,910,0.9,3.2,34,0.09
2022-04-30T19:00:00Z,2022-04-30T18:00:00Z,PT60M,11.5,145,124,928,859,0.7,3.2,38,0.09
2022-04-30T20:00:00Z,2022-04-30T19:00:00Z,PT60M,11.8,126,119,897,756,0.6,3.3,45,0.09
2022-04-30T21:00:00Z,2022-04-30T20:00:00Z,PT60M,11.8,110,110,843,611,0.5,3.4,54,0.09
2022-04-30T22:00:00Z,2022-04-30T21:00:00Z,PT60M,11.3,98,97,754,435,0.4,3.2,63,0.09
2022-04-30T23:00:00Z,2022-04-30T22:00:00Z,PT60M,9.9,86,75,594,247,0.4,2.5,73,0.09
2022-05-01T00:00:00Z,2022-04-30T23:00:00Z,PT60M,6.0,76,39,247,75,0.9,1.8,83,0.09
2022-05-01T01:00:00Z,2022-05-01T00:00:00Z,PT60M,1.9,65,1,3,1,1.5,1.5,93,0.09
2022-05-01T02:00:00Z,2022-05-01T01:00:00Z,PT60M,0.5,53,0,0,0,1.5,1.7,102,0.09
2022-05-01T03:00:00Z,2022-05-01T02:00:00Z,PT60M,-0.1,40,0,0,0,1.5,1.7,109,0.09
2022-05-01T04:00:00Z,2022-05-01T03:00:00Z,PT60M,-0.8,25,0,0,0,1.5,1.6,114,0.09
2022-05-01T05:00:00Z,2022-05-01T04:00:00Z,PT60M,-1.4,9,0,0,0,1.5,1.4,117,0.09
2022-05-01T06:00:00Z,2022-05-01T05:00:00Z,PT60M,-1.8,-7,0,0,0,1.5,1.4,118,0.09
2022-05-01T07:00:00Z,2022-05-01T06:00:00Z,PT60M,-1.5,-23,0,0,0,1.5,1.9,115,0.09
2022-05-01T08:00:00Z,2022-05-01T07:00:00Z,PT60M,-1.5,-37,0,0,0,1.5,1.7,110,0.09
2022-05-01T09:00:00Z,2022-05-01T08:00:00Z,PT60M,-2.0,-51,0,0,0,1.5,1.4,103,0.09
2022-05-01T10:00:00Z,2022-05-01T09:00:00Z,PT60M,-2.1,-63,0,0,0,1.5,1.6,94,0.09
2022-05-01T11:00:00Z,2022-05-01T10:00:00Z,PT60M,-0.8,-74,28,240,58,1.6,2.0,85,0.09
2022-05-01T12:00:00Z,2022-05-01T11:00:00Z,PT60M,2.5,-84,63,606,224,1.5,2.6,75,0.09
2022-05-01T13:00:00Z,2022-05-01T12:00:00Z,PT60M,6.0,-96,79,785,413,1.4,3.2,65,0.09
2022-05-01T14:00:00Z,2022-05-01T13:00:00Z,PT60M,8.6,-108,91,871,590,1.3,3.5,55,0.09
2022-05-01T15:00:00Z,2022-05-01T14:00:00Z,PT60M,10.8,-123,98,920,739,1.2,3.7,46,0.09
2022-05-01T16:00:00Z,2022-05-01T15:00:00Z,PT60M,12.5,-141,103,948,846,1.0,3.8,38,0.09
2022-05-01T17:00:00Z,2022-05-01T16:00:00Z,PT60M,13.7,-165,105,960,904,0.9,3.9,34,0.09
2022-05-01T18:00:00Z,2022-05-01T17:00:00Z,PT60M,14.8,169,105,959,907,0.7,3.9,33,0.09
2022-05-01T19:00:00Z,2022-05-01T18:00:00Z,PT60M,15.9,145,104,946,856,0.6,4.1,37,0.09
2022-05-01T20:00:00Z,2022-05-01T19:00:00Z,PT60M,16.5,125,102,915,755,0.5,4.2,44,0.09
2022-05-01T21:00:00Z,2022-05-01T20:00:00Z,PT60M,16.7,110,115,814,601,0.4,3.8,53,0.09
2022-05-01T22:00:00Z,2022-05-01T21:00:00Z,PT60M,16.0,97,105,709,426,0.3,3.3,63,0.09
2022-05-01T23:00:00Z,2022-05-01T22:00:00Z,PT60M,14.1,86,96,471,235,0.2,3.0,73,0.09
2022-05-02T00:00:00Z,2022-05-01T23:00:00Z,PT60M,11.4,75,41,109,60,0.6,3.0,83,0.09
2022-05-02T01:00:00Z,2022-05-02T00:00:00Z,PT60M,9.1,64,0,0,0,0.9,3.1,93,0.09
2022-05-02T02:00:00Z,2022-05-02T01:00:00Z,PT60M,8.0,53,0,0,0,0.8,2.9,101,0.09
2022-05-02T03:00:00Z,2022-05-02T02:00:00Z,PT60M,7.1,40,0,0,0,0.8,2.6,109,0.09
2022-05-02T04:00:00Z,2022-05-02T03:00:00Z,PT60M,6.5,25,0,0,0,0.7,2.6,114,0.09
2022-05-02T05:00:00Z,2022-05-02T04:00:00Z,PT60M,6.3,9,0,0,0,0.7,2.7,117,0.09
2022-05-02T06:00:00Z,2022-05-02T05:00:00Z,PT60M,6.4,-7,0,0,0,0.7,3.1,117,0.09
2022-05-02T07:00:00Z,2022-05-02T06:00:00Z,PT60M,6.6,-23,0,0,0,0.7,3.6,115,0.09
2022-05-02T08:00:00Z,2022-05-02T07:00:00Z,PT60M,6.5,-37,0,0,0,0.6,3.7,110,0.09
2022-05-02T09:00:00Z,2022-05-02T08:00:00Z,PT60M,6.0,-51,0,0,0,0.6,3.6,103,0.09
2022-05-02T10:00:00Z,2022-05-02T09:00:00Z,PT60M,5.7,-62,0,0,0,0.6,3.7,94,0.09
2022-05-02T11:00:00Z,2022-05-02T10:00:00Z,PT60M,5.8,-74,39,61,47,0.6,3.8,85,0.09
2022-05-02T12:00:00Z,2022-05-02T11:00:00Z,PT60M,6.4,-84,138,58,151,0.5,3.7,75,0.09
2022-05-02T13:00:00Z,2022-05-02T12:00:00Z,PT60M,7.9,-95,198,0,198,0.5,3.8,65,0.09
2022-05-02T14:00:00Z,2022-05-02T13:00:00Z,PT60M,9.9,-108,199,0,199,0.4,4.2,55,0.09
2022-05-02T15:00:00Z,2022-05-02T14:00:00Z,PT60M,9.9,-122,153,0,153,0.4,4.0,46,0.09
2022-05-02T16:00:00Z,2022-05-02T15:00:00Z,PT60M,8.4,-141,157,0,157,0.4,3.6,38,0.09
2022-05-02T17:00:00Z,2022-05-02T16:00:00Z,PT60M,7.8,-165,141,0,141,0.4,3.5,33,0.09
2022-05-02T18:00:00Z,2022-05-02T17:00:00Z,PT60M,8.6,169,191,0,191,0.3,3.5,33,0.09
2022-05-02T19:00:00Z,2022-05-02T18:00:00Z,PT60M,9.4,144,263,0,263,0.3,3.4,37,0.09
2022-05-02T20:00:00Z,2022-05-02T19:00:00Z,PT60M,10.3,125,299,0,299,0.3,3.2,44,0.09
2022-05-02T21:00:00Z,2022-05-02T20:00:00Z,PT60M,12.2,110,321,0,321,0.2,3.2,53,0.09
2022-05-02T22:00:00Z,2022-05-02T21:00:00Z,PT60M,12.7,97,161,0,161,0.2,3.1,63,0.09
2022-05-02T23:00:00Z,2022-05-02T22:00:00Z,PT60M,11.6,86,79,0,79,0.2,2.8,73,0.09
2022-05-03T00:00:00Z,2022-05-02T23:00:00Z,PT60M,10.2,75,32,0,32,0.1,2.5,83,0.09
2022-05-03T01:00:00Z,2022-05-03T00:00:00Z,PT60M,9.3,64,1,0,1,0.0,2.3,93,0.09
2022-05-03T02:00:00Z,2022-05-03T01:00:00Z,PT60M,9.0,52,0,0,0,0.0,1.9,101,0.09
2022-05-03T03:00:00Z,2022-05-03T02:00:00Z,PT60M,8.8,39,0,0,0,0.0,1.6,108,0.09
2022-05-03T04:00:00Z,2022-05-03T03:00:00Z,PT60M,8.7,25,0,0,0,0.0,1.7,114,0.09
2022-05-03T05:00:00Z,2022-05-03T04:00:00Z,PT60M,8.5,9,0,0,0,0.0,2.5,117,0.09
2022-05-03T06:00:00Z,2022-05-03T05:00:00Z,PT60M,8.0,-7,0,0,0,0.0,2.7,117,0.09
2022-05-03T07:00:00Z,2022-05-03T06:00:00Z,PT60M,7.2,-23,0,0,0,0.0,2.4,114,0.09
2022-05-03T08:00:00Z,2022-05-03T07:00:00Z,PT60M,6.4,-37,0,0,0,0.0,1.9,109,0.09
2022-05-03T09:00:00Z,2022-05-03T08:00:00Z,PT60M,5.6,-50,0,0,0,0.0,1.8,102,0.09
2022-05-03T10:00:00Z,2022-05-03T09:00:00Z,PT60M,4.9,-62,0,0,0,0.0,1.9,94,0.09
